"ID","Player","Team","Position","Rk","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros%","+/-"
"*05rnu*","Dyami Brown","WAS","WR","211","OAK","21","@BUF Sun 1:00PM","1","ROOK","4.4","9","30%","+0.1%"
"*050bv*","Deonte Harris","NO","WR","212","FA","23","@NE Sun 1:00PM","1","WAVR","4.37","6","26%","-4%"
"*04mrw*","Ronald Jones","TB","RB","213","HAR","24","@LAR Sun 4:25PM","6","AUCT","4.35","9","93%","-2.8%"
"*040id*","Tyreek Hill","KC","WR","214","GK","27","LAC Sun 1:00PM","70","AUCT","4.15","12","100%","0%"
"*04cfk*","Jeremy McNichols","TEN","RB","215","FA","25","IND Sun 1:00PM","1","WAVR","4.15","13","12%","+2.2%"
"*20170#1090*","Dallas","null","DST","216","FA","","PHI Mon 8:15PM","1","WAVR","4.1","7","20%","+4.7%"
"*04cdl*","Jonnu Smith","NE","TE","217","FA","26","NO Sun 1:00PM","1","WAVR","4.05","14","82%","-2.1%"
"*04ccr*","Alvin Kamara","NO","RB","218","MARS","26","@NE Sun 1:00PM","73","AUCT","4","6","100%","0%"
"*04zfz*","Jeff Smith","NYJ","WR","219","FA","24","@DEN Sun 4:05PM","1","WAVR","4","6","1%","+0.2%"
"*026ui*","Randall Cobb","GB","WR","220","FA","31","@SF Sun 8:20PM","1","WAVR","3.85","13","41%","-5.3%"
"*01d15*","Jared Cook","LAC","TE","221","FA","34","@KC Sun 1:00PM","1","WAVR","3.8","7","80%","+0.3%"
"*05rnp*","Nico Collins","HOU","WR","222","FA","22","CAR 24<br/>@HOU 9 F","1","WAVR","3.7","10","42%","-1.7%"
"*040ib*","Rashard Higgins","CLE","WR","223","FA","26","CHI Sun 1:00PM","1","WAVR","3.7","13","18%","+1.5%"
"*040mt*","Peyton Barber","LV","RB","224","FA","27","MIA Sun 4:05PM","1","WAVR","3.7","8","18%","+1.2%"
"*03oh4*","Amari Cooper","DAL","WR","225","HAR","27","PHI Mon 8:15PM","31","AUCT","3.65","7","100%","-0.1%"
"*05rlx*","Justin Fields","CHI","QB","226","LIC","22","@CLE Sun 1:00PM","2","ROOK","3.65","10","90%","+1.6%"
"*04ms2*","Justin Jackson","LAC","RB","227","FA","25","@KC Sun 1:00PM","1","WAVR","3.65","7","32%","-0.6%"
"*05gue*","Albert Okwuegbunam","DEN","TE","228","FA","23","NYJ Sun 4:05PM","1","WAVR","3.65","11","16%","+1%"
"*04cpq*","Kendrick Bourne","NE","WR","229","FA","26","NO Sun 1:00PM","1","WAVR","3.6","14","18%","-0.9%"
"*04zc9*","Alexander Mattison","MIN","RB","230","CR","23","SEA Sun 4:25PM","4","AUCT","3.55","7","83%","+3.6%"
"*026tx*","Kyle Rudolph","NYG","TE","231","FA","31","ATL Sun 1:00PM","1","WAVR","3.5","10","11%","-0.2%"
"*04mpp*","Dallas Goedert","PHI","TE","232","MARS","26","@DAL Mon 8:15PM","3","AUCT","3.4","14","94%","-0.9%"
"*04oit*","Cedrick Wilson","DAL","WR","233","FA","25","PHI Mon 8:15PM","1","WAVR","3.25","7","13%","+1.6%"
"*03cqw*","Albert Wilson","MIA","WR","234","FA","29","@LV Sun 4:05PM","1","WAVR","3.25","14","4%","-0.2%"
"*04zgs*","Olamide Zaccheaus","ATL","WR","235","FA","24","@NYG Sun 1:00PM","1","WAVR","3.2","6","13%","-0.2%"
"*04yoo*","Lil'Jordan Humphrey","NO","WR","236","FA","23","@NE Sun 1:00PM","1","WAVR","3.2","6","3%","0%"
"*03cfl*","Devonta Freeman","BAL","RB","237","FA","29","@DET Sun 1:00PM","1","WAVR","3.15","8","18%","-0.5%"
"*04zg0*","Kaden Smith","NYG","TE","238","FA","24","ATL Sun 1:00PM","1","WAVR","3.15","10","2%","0%"
"*04cdt*","James Conner","ARI","RB","239","YON","26","@JAX Sun 1:00PM","9","1YR","3.1","12","93%","-2.2%"
"*05ilk*","A.J. Dillon","GB","RB","240","LIC","23","@SF Sun 8:20PM","6","2YR","3.1","13","92%","-2%"
"*03ohk*","Nelson Agholor","NE","WR","241","FLU","28","NO Sun 1:00PM","5","WAVR","3.1","14","78%","-3.5%"
"*01tny*","Andre Roberts","HOU","WR","242","FA","33","CAR 24<br/>@HOU 9 F","1","WAVR","3.08","10","1%","0%"
"*040pv*","Kalif Raymond","DET","WR","243","FA","27","BAL Sun 1:00PM","1","WAVR","3.05","9","5%","-0.2%"
"*04cf5*","Jake Elliott","PHI","K","244","FA","26","@DAL Mon 8:15PM","1","WAVR","3","14","15%","-0.3%"
"*04mqe*","Nyheim Hines","IND","RB","245","NE","24","@TEN Sun 1:00PM","1","AUCT","2.95","14","89%","-2.3%"
"*04zds*","Jalen Guyton","LAC","WR","246","CR","24","@KC Sun 1:00PM","1","WAVR","2.95","7","11%","-0.4%"
"*03olw*","James O'Shaughnessy","JAX","TE","247","FA","29","ARI Sun 1:00PM","1","WAVR","2.9","7","10%","-3.6%"
"*0502i*","Trinity Benson","DET","WR","248","FA","24","BAL Sun 1:00PM","1","WAVR","2.9","9","4%","-0.1%"
"*04msc*","Ray-Ray McCloud","PIT","WR","249","FA","24","CIN Sun 1:00PM","1","WAVR","2.89","7","1%","0%"
"*05rni*","Josh Palmer","LAC","WR","250","YON","22","@KC Sun 1:00PM","1","ROOK","2.85","7","31%","-0.9%"
"*05jkv*","Juwan Johnson","NO","WR,TE","251","GK","25","@NE Sun 1:00PM","2","WAVR","2.8","6","45%","-7.5%"
"*05roj*","Amon-Ra St. Brown","DET","WR","252","FA","21","BAL Sun 1:00PM","1","WAVR","2.8","9","56%","-4.3%"
"*040ih*","Alex Collins","SEA","RB","253","FA","27","@MIN Sun 4:25PM","1","WAVR","2.75","9","11%","-0.2%"
"*05rms*","Terrace Marshall","CAR","WR","254","LIC","21","CAR 24<br/>@HOU 9 F","2","ROOK","2.7","13","67%","-3.1%"
"*20190#1090*","Philadelphia","null","DST","255","FA","","@DAL Mon 8:15PM","1","WAVR","2.7","14","18%","-2.3%"
"*03oiy*","Tevin Coleman","NYJ","RB","256","FA","28","@DEN Sun 4:05PM","1","WAVR","2.65","6","63%","-8.9%"
"*05guh*","Clyde Edwards-Helaire","KC","RB","257","NE","22","LAC Sun 1:00PM","33","1YR","2.6","12","100%","-0.1%"
"*04cae*","O.J. Howard","TB","TE","258","FA","26","@LAR Sun 4:25PM","1","WAVR","2.6","9","33%","-1.6%"
"*04can*","David Njoku","CLE","TE","259","NE","25","CHI Sun 1:00PM","1","WAVR","2.55","13","27%","-0.8%"
"*04mpo*","Dalton Schultz","DAL","TE","260","FA","25","PHI Mon 8:15PM","1","WAVR","2.55","7","26%","-2.1%"
"*050ak*","Joey Slye","HOU","K","261","FA","25","CAR 24<br/>@HOU 9 F","1","WAVR","2.5","10","11%","-0.8%"
"*03oki*","Blake Bell","KC","TE","262","FA","30","LAC Sun 1:00PM","1","WAVR","2.5","12","1%","0%"
"*02zvk*","Kyle Juszczyk","SF","RB","263","FA","30","GB Sun 8:20PM","1","WAVR","2.45","6","6%","0%"
"*02zsn*","Giovani Bernard","TB","RB","264","FA","29","@LAR Sun 4:25PM","1","WAVR","2.42","9","52%","-5.8%"
"*04mqa*","D.J. Chark","JAX","WR","265","LIC","25","ARI Sun 1:00PM","7","AUCT","2.4","7","95%","-2%"
"*05rm7*","DeVonta Smith","PHI","WR","266","CR","22","@DAL Mon 8:15PM","8","ROOK","2.35","14","98%","-0.3%"
"*03p1q*","Malcolm Brown","MIA","RB","267","FA","28","@LV Sun 4:05PM","1","WAVR","2.35","14","38%","-3.4%"
"*04c36*","Mo Alie-Cox","IND","TE","268","FA","28","@TEN Sun 1:00PM","1","WAVR","2.3","14","17%","-1.2%"
"*20020#1090*","Miami","null","DST","269","FA","","@LV Sun 4:05PM","1","WAVR","2.26","14","57%","-5.3%"
"*04msy*","Tyler Conklin","MIN","TE","270","FA","26","SEA Sun 4:25PM","1","WAVR","2.25","7","11%","-0.7%"
"*01tqz*","Antonio Brown","TB","WR","271","FLU","33","@LAR Sun 4:25PM","10","AUCT","2.2","9","98%","-0.7%"
"*04oh0*","Jordan Akins","HOU","TE","272","FA","29","CAR 24<br/>@HOU 9 F","1","WAVR","2.2","10","25%","-1.3%"
"*04ze2*","Travis Homer","SEA","RB","273","FA","23","@MIN Sun 4:25PM","1","WAVR","2.15","9","4%","+0.8%"
"*02a2r*","Chris Hogan","NO","WR","274","FA","33","@NE Sun 1:00PM","1","WAVR","2.1","6","1%","+0.1%"
"*05rsg*","Kylin Hill","GB","RB","275","FA","23","@SF Sun 8:20PM","1","WAVR","2","13","17%","+0.3%"
"*04cfo*","Isaiah McKenzie","BUF","WR","276","FA","26","WAS Sun 1:00PM","1","WAVR","2","7","5%","-0.2%"
"*05jfm*","Kendall Hinton","DEN","WR","277","FA","24","NYJ Sun 4:05PM","1","WAVR","2","11","1%","+0.1%"
"*04cf1*","George Kittle","SF","TE","278","VA","27","GB Sun 8:20PM","24","1YR","1.95","6","100%","0%"
"*05gv3*","Van Jefferson","LAR","WR","279","NE","25","TB Sun 4:25PM","1","WAVR","1.9","11","39%","-1.4%"
"*03cff*","Jerick McKinnon","KC","RB","280","FA","29","LAC Sun 1:00PM","1","WAVR","1.9","12","22%","-1.4%"
"*03cqq*","Willie Snead","LV","WR","281","FA","28","MIA Sun 4:05PM","1","WAVR","1.9","8","6%","-0.4%"
"*05jw5*","Tommy Hudson","TEN","TE","282","FA","24","IND Sun 1:00PM","1","WAVR","1.9","13","0%","+0.1%"
"*03p0i*","DeAndre Carter","WAS","WR","283","FA","28","@BUF Sun 1:00PM","1","WAVR","1.86","9","1%","+0.1%"
"*04cez*","Marlon Mack","IND","RB","284","FA","25","@TEN Sun 1:00PM","1","WAVR","1.85","14","46%","-1.2%"
"*04crt*","Taysom Hill","NO","QB","285","FA","31","@NE Sun 1:00PM","1","WAVR","1.85","6","36%","-0.2%"
"*20161#1090*","LA Chargers","null","DST","286","FA","","@KC Sun 1:00PM","1","WAVR","1.82","7","20%","-2%"
"*03oj6*","Chris Conley","HOU","WR","287","FA","28","CAR 24<br/>@HOU 9 F","1","WAVR","1.8","10","13%","-0.4%"
"*02jsb*","Derek Carrier","LV","TE","288","FA","31","MIA Sun 4:05PM","1","WAVR","1.8","8","0%","+0.1%"
"*03olt*","Michael Burton","KC","RB","289","FA","29","LAC Sun 1:00PM","1","WAVR","1.78","12","0%","0%"
"*05guf*","Brandon Aiyuk","SF","WR","290","VA","23","GB Sun 8:20PM","11","1YR","1.75","6","96%","-2.5%"
"*05jqs*","Salvon Ahmed","MIA","RB","291","LIC","22","@LV Sun 4:05PM","1","AUCT","1.7","14","37%","-0.7%"
"*05rr1*","Chris Evans","CIN","RB","292","FA","23","@PIT Sun 1:00PM","1","WAVR","1.65","10","18%","-0.1%"
"*05gu4*","Jalen Reagor","PHI","WR","293","FA","22","@DAL Mon 8:15PM","1","WAVR","1.65","14","73%","-1.6%"
"*02zxh*","Ryan Griffin","NYJ","TE","294","FA","31","@DEN Sun 4:05PM","1","WAVR","1.5","6","2%","0%"
"*03onu*","Geoff Swaim","TEN","TE","295","FA","28","IND Sun 1:00PM","1","WAVR","1.5","13","1%","-0.1%"
"*0505u*","Ashton Dulin","IND","WR","296","FA","24","@TEN Sun 1:00PM","1","WAVR","1.5","14","1%","+0.1%"
"*20090#1090*","Houston","null","DST","297","FA","","CAR 24<br/>@HOU 9 F","1","WAVR","1.46","10","9%","0%"
"*03czy*","Diontae Spencer","DEN","WR","298","FA","29","NYJ Sun 4:05PM","1","WAVR","1.45","11","0%","0%"
"*05rrv*","Jake Funk","LAR","RB","299","FA","23","TB Sun 4:25PM","1","WAVR","1.4","11","16%","+0.7%"
"*03ceg*","Jarvis Landry","CLE","WR","300","YON","28","CHI Sun 1:00PM","2","AUCT","1.4","13","94%","-3.6%"
"*04zfd*","Josh Oliver","BAL","TE","301","FA","24","@DET Sun 1:00PM","1","WAVR","1.4","8","2%","0%"
"*040ul*","Stephen Anderson","LAC","TE","302","FA","28","@KC Sun 1:00PM","1","WAVR","1.4","7","1%","0%"
"*040hj*","Devontae Booker","NYG","RB","303","FA","29","ATL Sun 1:00PM","1","WAVR","1.35","10","50%","-5.6%"
"*050mf*","Joe Fortson","KC","WR,TE","304","FA","25","LAC Sun 1:00PM","1","WAVR","1.35","12","1%","+0.2%"
"*04ca3*","Corey Davis","NYJ","WR","305","GK","26","@DEN Sun 4:05PM","10","1YR","1.3","6","95%","-2.5%"
"*040gp*","Tyler Higbee","LAR","TE","306","MARS","28","TB Sun 4:25PM","2","WAVR","1.3","11","94%","-0.7%"
"*05gve*","Marquez Callaway","NO","WR","307","HAR","23","@NE Sun 1:00PM","5","AUCT","1.3","6","67%","-11.8%"
"*04onr*","Christian Blake","ATL","WR","308","FA","25","@NYG Sun 1:00PM","1","WAVR","1.3","6","1%","-0.1%"
"*02ztr*","Marquise Goodwin","CHI","WR","309","FA","30","@CLE Sun 1:00PM","1","WAVR","1.25","10","7%","-0.1%"
"*040s7*","Alex Erickson","CAR","WR","310","FA","28","CAR 24<br/>@HOU 9 F","1","WAVR","1.2","13","1%","0%"
"*04omq*","Trent Sherfield","SF","WR","311","FA","25","GB Sun 8:20PM","1","WAVR","1.15","6","8%","-1%"
"*012bt*","Danny Amendola","HOU","WR","312","FA","35","CAR 24<br/>@HOU 9 F","1","WAVR","1.15","10","7%","-1.2%"
"*026wz*","Lee Smith","ATL","TE","313","FA","33","@NYG Sun 1:00PM","1","WAVR","1.15","6","0%","0%"
"*02zsq*","Zach Ertz","PHI","TE","314","FA","30","@DAL Mon 8:15PM","1","WAVR","1.1","14","64%","-3.8%"
"*04mor*","Hayden Hurst","ATL","TE","315","FA","28","@NYG Sun 1:00PM","1","WAVR","1.1","6","30%","-1.6%"
"*20240#1090*","Minnesota","null","DST","316","FA","","SEA Sun 4:25PM","1","WAVR","1.1","7","19%","0%"
"*04ol4*","Godwin Igwebuike","DET","RB","317","FA","27","BAL Sun 1:00PM","1","WAVR","1.08","9","0%","+0.1%"
"*05jbe*","Devin Duvernay","BAL","WR","318","FA","24","@DET Sun 1:00PM","1","WAVR","1.05","8","13%","-0.1%"
"*03oj9*","Tyler Kroft","NYJ","TE","319","FA","28","@DEN Sun 4:05PM","1","WAVR","1.05","6","12%","-1.3%"
"*03cyl*","Cameron Brate","TB","TE","320","FA","30","@LAR Sun 4:25PM","1","WAVR","1.05","9","6%","-0.1%"
"*04ce0*","Dede Westbrook","MIN","WR","321","FA","27","SEA Sun 4:25PM","1","WAVR","1.05","7","6%","-0.5%"
"*040hm*","Tajae Sharpe","ATL","WR","322","FA","26","@NYG Sun 1:00PM","1","WAVR","1.05","6","1%","+0.1%"
"*04cr1*","Cethan Carter","MIA","TE","323","FA","26","@LV Sun 4:05PM","1","WAVR","1.05","14","0%","0%"
"*05roy*","Chuba Hubbard","CAR","RB","324","MARS","22","CAR 24<br/>@HOU 9 F","2","ROOK","1","13","72%","-1.3%"
"*040ze*","Aldrick Rosas","NO","K","325","FA","26","@NE Sun 1:00PM","1","WAVR","1","6","6%","-0.5%"
"*04coo*","C.J. Board","NYG","WR","326","FA","27","ATL Sun 1:00PM","1","WAVR","1","10","0%","0%"
"*040y7*","Elijhaa Penny","NYG","RB","327","FA","28","ATL Sun 1:00PM","1","WAVR","1","10","0%","0%"
"*04mt0*","Ian Thomas","CAR","TE","328","FA","25","CAR 24<br/>@HOU 9 F","1","WAVR","0.95","13","6%","-0.1%"
"*04cfm*","Eric Saubert","DEN","TE","329","FA","27","NYJ Sun 4:05PM","1","WAVR","0.95","11","0%","0%"
"*03ct2*","Damien Williams","CHI","RB","330","YON","29","@CLE Sun 1:00PM","4","AUCT","0.9","10","56%","-2.7%"
"*03olf*","C.J. Uzomah","CIN","TE","331","FA","28","@PIT Sun 1:00PM","1","WAVR","0.9","10","14%","-0.8%"
"*04ot8*","Jason Cabinda","DET","RB","332","FA","25","BAL Sun 1:00PM","1","WAVR","0.9","9","1%","+0.1%"
"*05rph*","Luke Farrell","JAX","TE","333","FA","23","ARI Sun 1:00PM","1","WAVR","0.85","7","3%","+1.1%"
"*05jwb*","Nick Westbrook-Ikhine","TEN","WR","334","FA","24","IND Sun 1:00PM","1","WAVR","0.85","13","1%","+0.1%"
"*05ro9*","Trey Sermon","SF","RB","335","NE","22","GB Sun 8:20PM","2","ROOK","0.8","6","94%","-2.1%"
"*05guk*","K.J. Hamler","DEN","WR","336","FA","22","NYJ Sun 4:05PM","1","WAVR","0.75","11","34%","-4.2%"
"*05guz*","Tyler Johnson","TB","WR","337","FA","23","@LAR Sun 4:25PM","1","WAVR","0.75","9","12%","-0.2%"
"*05jkw*","Tony Jones","NO","RB","338","OAK","23","@NE Sun 1:00PM","1","AUCT","0.7","6","53%","-3.7%"
"*03cee*","Carlos Hyde","JAX","RB","339","FA","31","ARI Sun 1:00PM","1","WAVR","0.7","7","44%","-5.3%"
"*05jcl*","DeeJay Dallas","SEA","RB","340","FA","23","@MIN Sun 4:25PM","1","WAVR","0.6","9","15%","-1%"
"*04cc7*","Gerald Everett","SEA","TE","341","FA","27","@MIN Sun 4:25PM","1","WAVR","0.55","9","62%","-4.7%"
"*03ojk*","Ty Montgomery","NO","RB,WR","342","FA","28","@NE Sun 1:00PM","1","WAVR","0.55","6","3%","0%"
"*03ors*","Josh Lambo","JAX","K","343","FA","30","ARI Sun 1:00PM","1","WAVR","0.5","7","15%","-1.4%"
"*0410u*","Jaydon Mickens","TB","WR","344","FA","27","@LAR Sun 4:25PM","1","WAVR","0.48","9","1%","-0.1%"
"*04zgm*","Preston Williams","MIA","WR","345","FA","24","@LV Sun 4:05PM","1","WAVR","0.45","14","13%","-0.3%"
"*04crd*","Patrick Ricard","BAL","RB","346","FA","27","@DET Sun 1:00PM","1","WAVR","0.45","8","1%","+0.1%"
"*05gu8*","Laviska Shenault","JAX","WR","347","NE","22","ARI Sun 1:00PM","8","AUCT","0.45","7","93%","-3.5%"
"*20270#1090*","New Orleans","null","DST","348","CR","","@NE Sun 1:00PM","4","WAVR","0.45","6","57%","-11.9%"
"*05rpt*","Ihmir Smith-Marsette","MIN","WR","349","FA","22","SEA Sun 4:25PM","1","WAVR","0.44","7","8%","-0.2%"
"*04zf4*","Scott Miller","TB","WR","350","FA","24","@LAR Sun 4:25PM","1","WAVR","0.38","9","13%","+0.3%"
"*04cgf*","Alex Armah","NO","RB","351","FA","27","@NE Sun 1:00PM","1","WAVR","0.34","6","0%","0%"
"*05jin*","J.J. Taylor","NE","RB","352","FA","23","NO Sun 1:00PM","1","WAVR","0.3","14","16%","-1.6%"
"*05gur*","K.J. Hill","LAC","WR","353","FA","24","@KC Sun 1:00PM","1","WAVR","0.3","7","4%","-0.2%"
"*03cts*","Keith Smith","ATL","RB","354","FA","29","@NYG Sun 1:00PM","1","WAVR","0.3","6","1%","0%"
"*0308x*","Demetrius Harris","ARI","TE","355","FA","30","@JAX Sun 1:00PM","1","WAVR","0.28","12","0%","0%"
"*05guc*","Cole Kmet","CHI","TE","356","FA","22","@CLE Sun 1:00PM","1","WAVR","0.25","10","57%","-4.8%"
"*04mos*","Equanimeous St. Brown","GB","WR","357","FA","24","@SF Sun 8:20PM","1","WAVR","0.25","13","2%","0%"
"*05jwm*","Reggie Gilliam","BUF","TE","358","FA","24","WAS Sun 1:00PM","1","WAVR","0.2","7","0%","0%"
"*05gvp*","Tua Tagovailoa","MIA","QB","359","GK","23","@LV Sun 4:05PM","14","AUCT","0.15","14","74%","-8.7%"
"*04oiw*","Trenton Cannon","SF","RB","360","FA","27","GB Sun 8:20PM","1","WAVR","0.12","6","8%","+4.6%"
"*04ynz*","Benny Snell","PIT","RB","361","FA","23","CIN Sun 1:00PM","1","WAVR","0.1","7","32%","-1.4%"
"*05ro2*","Amari Rodgers","GB","WR","362","OAK","22","@SF Sun 8:20PM","1","ROOK","0.1","13","26%","-0.3%"
"*05rqx*","Larry Rountree","LAC","RB","363","LIC","22","@KC Sun 1:00PM","4","WAVR","0.05","7","34%","-5%"
"*04ynf*","Josh Jacobs","LV","RB","364","LIC","23","MIA Sun 4:05PM","30","AUCT","0","8","100%","0%"
"*03ccw*","Odell Beckham","CLE","WR","365","YON","28","CHI Sun 1:00PM","12","AUCT","0","13","99%","+0.2%"
"*040ex*","Michael Thomas","NO","WR","366","GK","28","@NE Sun 1:00PM","13","AUCT","0","6","95%","0%"
"*05gu0*","Jerry Jeudy","DEN","WR","367","NE","22","NYJ Sun 4:05PM","17","1YR","0","11","94%","-0.1%"
"*040e8*","Will Fuller","MIA","WR","368","OAK","27","@LV Sun 4:05PM","6","AUCT","0","14","90%","0%"
"*04msf*","Michael Gallup","DAL","WR","369","FA","25","PHI Mon 8:15PM","1","WAVR","0","7","85%","-0.9%"
"*04cc0*","Curtis Samuel","WAS","WR","370","GK","25","@BUF Sun 1:00PM","1","AUCT","0","9","83%","-0.8%"
"*05rm8*","Trey Lance","SF","QB","371","GK","21","GB Sun 8:20PM","7","ROOK","0","6","82%","-2.3%"
"*04caj*","Evan Engram","NYG","TE","372","FA","27","ATL Sun 1:00PM","1","WAVR","0","10","77%","+0.1%"
"*04oja*","Jason Sanders","MIA","K","373","FA","25","@LV Sun 4:05PM","1","WAVR","0","14","71%","-16.8%"
"*03oqz*","Raheem Mostert","SF","RB","374","FA","29","GB Sun 8:20PM","1","WAVR","0","6","65%","-4.9%"
"*03ok1*","Jamison Crowder","NYJ","WR","375","YON","28","@DEN Sun 4:05PM","1","WAVR","0","6","61%","-1.9%"
"*05jc6*","Gabriel Davis","BUF","WR","376","HAR","22","WAS Sun 1:00PM","1","AUCT","0","7","60%","-3.6%"
"*02jad*","T.Y. Hilton","IND","WR","377","FA","31","@TEN Sun 1:00PM","1","WAVR","0","14","60%","-0.5%"
"*04orp*","Gus Edwards","BAL","RB","378","FLU","26","@DET Sun 1:00PM","14","1YR","0","8","58%","-2.6%"
"*05rle*","Rashod Bateman","BAL","WR","379","VA","21","@DET Sun 1:00PM","6","ROOK","0","8","57%","+0.4%"
"*04mrx*","Rashaad Penny","SEA","RB","380","FA","25","@MIN Sun 4:25PM","1","WAVR","0","9","56%","-2.5%"
"*001ji*","Ryan Fitzpatrick","WAS","QB","381","FA","38","@BUF Sun 1:00PM","1","WAVR","0","9","56%","-3.4%"
"*05gua*","J.K. Dobbins","BAL","RB","382","MARS","22","@DET Sun 1:00PM","11","AUCT","0","8","55%","-0.6%"
"*05ror*","Rhamondre Stevenson","NE","RB","383","FA","23","NO Sun 1:00PM","1","WAVR","0","14","51%","-5.6%"
"*05rls*","Travis Etienne","JAX","RB","384","HAR","22","ARI Sun 1:00PM","2","AUCT","0","7","49%","-0.3%"
"*05gv5*","Adam Trautman","NO","TE","385","FA","24","@NE Sun 1:00PM","1","WAVR","0","6","48%","-3.5%"
"*048vi*","Deshaun Watson","HOU","QB","386","FA","26","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","48%","-0.5%"
"*04ynp*","Parris Campbell","IND","WR","387","FA","24","@TEN Sun 1:00PM","1","WAVR","0","14","48%","-3.5%"
"*04mse*","Tre'Quan Smith","NO","WR","388","FA","25","@NE Sun 1:00PM","1","WAVR","0","6","46%","-1.6%"
"*04oi9*","Marquez Valdes-Scantling","GB","WR","389","FA","26","@SF Sun 8:20PM","1","WAVR","0","13","46%","-5.1%"
"*04ynj*","Irv Smith","MIN","TE","390","FA","23","SEA Sun 4:25PM","1","WAVR","0","7","44%","-0.6%"
"*04cqm*","Anthony Firkser","TEN","TE","391","FA","26","IND Sun 1:00PM","1","WAVR","0","13","43%","-3.3%"
"*05gud*","Cam Akers","LAR","RB","392","GK","22","TB Sun 4:25PM","4","AUCT","0","11","42%","+0.1%"
"*04msa*","Allen Lazard","GB","WR","393","FA","25","@SF Sun 8:20PM","1","WAVR","0","13","40%","-2.2%"
"*05rlo*","Kadarius Toney","NYG","WR","394","YON","22","ATL Sun 1:00PM","1","WAVR","0","10","40%","-1.2%"
"*02zsz*","Le'Veon Bell","BAL","RB","395","FA","29","@DET Sun 1:00PM","1","WAVR","0","8","40%","-6.2%"
"*03ory*","Tyrell Williams","DET","WR","396","FA","29","BAL Sun 1:00PM","1","WAVR","0","9","39%","-2.4%"
"*04ce1*","Tarik Cohen","CHI","RB","397","FA","26","@CLE Sun 1:00PM","1","WAVR","0","10","37%","-0.6%"
"*04oq4*","Jeffery Wilson","SF","RB","398","NE","25","GB Sun 8:20PM","6","WAVR","0","6","36%","+7.2%"
"*05gvl*","Darrynton Evans","TEN","RB","399","OAK","23","IND Sun 1:00PM","1","WAVR","0","13","30%","-0.5%"
"*05ilj*","Denzel Mims","NYJ","WR","400","FA","23","@DEN Sun 4:05PM","1","WAVR","0","6","30%","-1%"
"*05rmv*","D'Wayne Eskridge","SEA","WR","401","VA","24","@MIN Sun 4:25PM","1","WAVR","0","9","29%","-0.8%"
"*04oiq*","Boston Scott","PHI","RB","402","FA","26","@DAL Mon 8:15PM","1","WAVR","0","14","29%","-3.1%"
"*03ccs*","Eric Ebron","PIT","TE","403","FA","28","CIN Sun 1:00PM","1","WAVR","0","7","29%","-1.6%"
"*040tm*","Wil Lutz","NO","K","404","FA","27","@NE Sun 1:00PM","1","WAVR","0","6","29%","-0.6%"
"*04cet*","Wayne Gallman","ATL","RB","405","FA","26","@NYG Sun 1:00PM","1","WAVR","0","6","26%","-4.6%"
"*03cf9*","John Brown","(N/A)","WR","406","FA","31","Bye","1","WAVR","0","","26%","-1.4%"
"*05rnq*","Anthony Schwartz","CLE","WR","407","FA","21","CHI Sun 1:00PM","1","WAVR","0","13","24%","-0.6%"
"*0258b*","Cam Newton","(N/A)","QB","408","FA","32","Bye","1","WAVR","0","","23%","-0.8%"
"*01to6*","Jimmy Graham","CHI","TE","409","FA","34","@CLE Sun 1:00PM","1","WAVR","0","10","23%","-1.2%"
"*05rwq*","Jaret Patterson","WAS","RB","410","FA","21","@BUF Sun 1:00PM","1","WAVR","0","9","23%","-1%"
"*005ag*","DeSean Jackson","LAR","WR","411","FA","34","TB Sun 4:25PM","1","WAVR","0","11","23%","-1.6%"
"*04yn4*","Drew Lock","DEN","QB","412","FA","24","NYJ Sun 4:05PM","1","WAVR","0","11","23%","-0.4%"
"*044th*","Sam Ficken","TEN","K","413","FA","28","IND Sun 1:00PM","1","WAVR","0","13","22%","-1.5%"
"*05jc3*","Anthony McFarland","PIT","RB","414","FA","23","CIN Sun 1:00PM","1","WAVR","0","7","22%","-0.3%"
"*05rn3*","Tutu Atwell","LAR","WR","415","FA","21","TB Sun 4:25PM","1","WAVR","0","11","21%","-0.6%"
"*04cea*","Samaje Perine","CIN","RB","416","FA","26","@PIT Sun 1:00PM","1","WAVR","0","10","21%","-0.7%"
"*04mq3*","Anthony Miller","HOU","WR","417","FA","26","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","21%","-0.5%"
"*05jbv*","Joshua Kelley","LAC","RB","418","FA","23","@KC Sun 1:00PM","1","WAVR","0","7","20%","-1%"
"*03ohs*","Breshad Perriman","CHI","WR","419","FA","28","@CLE Sun 1:00PM","1","WAVR","0","10","20%","-1.1%"
"*04yns*","N'Keal Harry","NE","WR","420","FA","23","NO Sun 1:00PM","1","WAVR","0","14","20%","0%"
"*03kiz*","Todd Gurley","(N/A)","RB","421","FA","27","Bye","1","WAVR","0","","19%","-1.1%"
"*05jtp*","Xavier Jones","LAR","RB","422","FA","24","TB Sun 4:25PM","1","WAVR","0","11","19%","-0.4%"
"*04zfi*","Jacques Patrick","SF","RB","423","FA","24","GB Sun 8:20PM","1","WAVR","0","6","18%","+17.4%"
"*05gv8*","La'Mical Perine","NYJ","RB","424","FA","23","@DEN Sun 4:05PM","1","WAVR","0","6","17%","-0.9%"
